id,date,NH4,BSK5,Suspended,O2,NO3,NO2,SO4,PO4,CL
7,03.08.2011,0.16,3.8,13,6.1,1.6,0.11,26.5,0.35,26.39
7,18.10.2011,0.34,5.1,5,6.6,2.1,0.045,18.8,0.26,28.2
7,02.03.2012,0.54,1.9,3,6.1,5.7,0.089,36.7,0.33,37.9
7,07.06.2012,0.67,2.2,3,7.9,4,0.055,21.3,0.21,34
7,05.09.2012,0.45,4.33,7,5.6,0.76,0.033,30.13,0.11,24.7
7,22.10.2012,0.27,2.47,7,7.4,2.1,0.25,31.1,0.06,24.3
7,19.03.2013,0.008,6.2,5,11.5,7.1,0.08,22.6,0.33,36.5
7,11.06.2013,0.06,2.4,8,6.2,2.2,0.1,40.9,0.29,19.08
7,06.08.2013,0.055,1.02,5,12.2,0.2,0.03,39.55,0.53,25.7
7,06.11.2013,0.17,3.7,5,7.59,2,0.032,43.91,0.16,28.7
7,06.03.2014,0.08,6.3,11,8.6,5.8,0.17,22.4,0.2,29.3
7,05.06.2014,0.1,5.3,8,9.04,2.3,0.11,41.35,0.29,24.8
7,05.09.2014,0.13,4.9,6,7.8,13.8,0.07,23.2,0.34,29.5
7,26.11.2014,0.34,4.1,9,8.7,0.81,0.02,39.74,0.19,33.29
7,24.03.2015,0.16,6.3,10,17.1,4.8,0.11,24.5,0.08,47.4
7,10.06.2015,0.11,7.2,7,6.4,2.28,0.11,37.71,0.22,24.57
7,21.09.2015,0.41,8,9,7.2,2,0.11,40,0.37,33.9
7,03.11.2015,0.35,1.9,6,6.4,1.8,0.04,44.6,0.96,50.9
7,23.03.2016,0.075,4.2,15,6.3,2.9,0.067,28.9,0.08,26.1
7,11.05.2016,0.18,6.2,4,10,0.6,0,32,0.07,30
7,14.09.2016,0.58,7.2,14,6.9,0.75,0.08,36.1,0.32,43.9
7,24.10.2016,0.1,1.1,11,6.9,1.82,0.05,32.7,0.25,41.2
7,21.03.2017,0.18,3.2,14,7.2,2.9,0.26,28.5,0.36,49.8
7,17.05.2017,0.11,10.4,18,7.5,2.68,0.07,40.2,0.41,36.7
7,07.09.2017,0.17,4,13,7.7,0.99,0.008,42.3,0.82,49.6
7,23.10.2017,0.21,7.66,7,5.3,1.78,0.047,39,0.27,58.5
7,13.03.2018,0.44,4.81,12,9.9,5.9,0.016,47.5,0.53,44.3
7,06.06.2018,0.049,5.6,13,5.2,0,0.005,47.9,0.3,41.2
7,17.09.2018,0.35,5.3,5,8.9,1.9,0.19,53.9,0.2,39.1
7,17.10.2018,0.25,3.4,12,5.6,0.74,0.06,25.1,1.55,44.2
8,02.02.2000,2.2,2.9,13,10.3,8.1,0.09,30.2,0.28,36.7
8,05.04.2000,0.1,3,9,9.7,5.6,0.1,44.1,0.2,29.4
8,05.07.2000,0,2.1,6,8.4,2.8,0.12,29.4,0.56,27.6
8,03.10.2000,0.48,1.9,13,11.9,3.9,0.15,22.9,0.45,27.5
8,12.03.2001,0.46,6.9,14,13,5.8,0.16,23.5,0.01,32.1
8,11.04.2001,1.36,4.7,13,12.7,3.6,0.06,30.7,0.03,27.2
8,04.09.2001,0,1.7,15,6.5,2.8,0.12,25.6,0.68,24.6
8,16.10.2001,0,3.1,14,10.8,3.3,0.02,30.2,0.48,22.8
8,14.03.2002,0.16,4.7,17,9.3,2.9,0.06,30.3,0.04,38.6
8,10.04.2002,0,6.4,8,10.5,2.7,0.02,32.8,0.04,25.9
8,12.09.2002,0.05,3.5,11,7.6,1,0.07,17.6,0.81,38.6
8,02.10.2002,0.41,3.3,10,7.9,2.7,0.06,25,0.36,31.6
8,26.03.2003,1.6,3.1,25,15.8,6.5,0.18,25.9,0.45,11
8,14.05.2003,0.25,4.9,13,1.9,2.2,0.19,23,0.05,9.2
8,02.09.2003,0.22,6.4,14,6.5,1.4,0.1,24.2,0.34,32.6
8,01.10.2003,0.15,3.5,12,8.6,2.2,0.03,16.8,0.29,32.6
8,11.03.2004,0.27,2.3,11,16.1,8.8,0.03,73.1,0.11,34.8
8,12.05.2004,0.28,2.7,9,7.8,3.2,0.14,33.4,0.14,31.2
8,12.07.2004,0.36,4.1,14,7.2,1.03,0.025,27.1,0.5,29.5
8,13.10.2004,0.34,5.9,9,13.4,3,0.08,28.9,0.65,30.9
8,22.03.2005,0.34,7.8,11,13.7,4,0.09,35.6,0.14,27
8,06.04.2005,0.18,6.3,12,9.3,1.8,0.06,37.9,0.09,27.9
8,28.09.2005,0.51,5.9,9,7.7,1.2,0.08,26.9,0.14,24.3
8,25.10.2005,0.48,3.7,9,8.9,1.8,0.08,24.5,0.19,26.1
8,21.03.2006,0.13,2.5,11,12.6,9.8,0.16,36.9,0.23,28.9
8,12.04.2006,0.32,5,10,10.6,5.2,0.14,35.2,0.23,31.5
8,21.09.2006,0.3,4.6,11,7.3,3.1,0.02,34.5,0.25,21.9
8,24.10.2006,0.45,5.2,7,9,3,0.07,25.2,0.18,31.5
8,14.03.2007,0.16,6.8,10,12.1,3.5,0.06,28.9,0.12,20
8,18.04.2007,0.3,2.4,8,6.7,4.2,0.14,30.7,0.15,36.8
8,15.08.2007,0.69,4.8,9,4.5,4,0.022,23.1,0.41,28.2
8,10.10.2007,0.13,5.2,5,8.6,2.2,0.02,23.4,1.85,33.1
8,13.03.2008,0.25,3.6,12,8.83,5,0.043,39.5,0.05,31.6
8,05.06.2008,0.27,3.49,5,7.8,1.58,0.039,38.8,0.45,27.2
8,04.09.2008,0.14,10,5,4.4,2.04,0.008,38.1,0.87,26.5
8,07.10.2008,0.15,6.8,5,6.3,2.59,0.014,26.6,0.62,28.2
8,12.03.2010,0.225,4,5,8.7,9.57,0.034,46.6,0.055,33
8,13.04.2010,0.16,5.2,5,5.2,5.4,0.04,37.4,0,28.7
8,08.07.2010,0.34,1.22,6,7.3,0.67,0.099,27.2,0.59,23.4
8,13.10.2010,0.29,3.53,6,8.6,2.88,0.018,45.8,0.44,29.8
8,14.04.2011,0.038,5.7,6,9.1,4,0.067,73.9,0.06,29.1
8,03.08.2011,0.18,3.2,8,5.9,0.34,0.053,16.2,0.36,28.2
8,18.10.2011,0.37,4.44,5,6,1.75,0.039,19.1,0.31,31.7
8,02.03.2012,0.66,1.9,2,5.5,4.3,0.11,41.8,0.31,38.7
8,07.06.2012,0.16,3.2,7,7.4,2,0.07,17.8,0.09,36.6
8,05.09.2012,0.4,3.75,6,7.1,0.73,0.25,24.2,0.06,22.9
8,22.10.2012,0.22,1.37,7,6.8,2.47,0.14,26.5,0.16,24.3
8,19.03.2013,0.08,9.4,6,14.9,7.4,0.08,20.7,0.45,35.7
8,11.06.2013,0.068,7.8,7,7.13,2.2,0.19,41.5,0.25,19.1
8,06.08.2013,0.072,1.58,7,12.86,0.2,0.052,36.17,0.66,20.7
8,06.11.2013,0.14,2.3,4,7.75,1.65,0.11,26.67,0.12,30.4
8,06.03.2014,0.09,5,10,7.3,3.9,0.12,19.7,0.24,27.2
8,11.06.2014,0.11,14.9,11,8.41,2.3,0.19,41.49,0.22,24.8
8,28.08.2014,0.16,6.6,4,7.78,16.6,0.12,30.6,0.61,27.8
8,26.11.2014,0.26,3.5,5,7.6,0.93,0.13,40.68,0.23,29.02
8,24.03.2015,0.14,5,9,13.7,5,0.08,24.1,0.12,40.4
8,10.06.2015,0.11,7.6,11,5.4,2.3,0.19,45.26,0.3,25.45
8,21.09.2015,0.07,7.8,7,7.7,1.4,0.18,35.6,0.41,26.8
8,03.11.2015,0.35,5.2,9,10.2,0.6,0.03,38.8,0.6,52.7
8,23.03.2016,0.05,5.4,13,10.5,5.4,0.01,28.2,0.15,31.3
8,11.05.2016,0.15,5,6,9.1,1.05,0.03,28.4,0.14,32.8
8,14.09.2016,0.2,7,8,3.1,0.39,0.02,30.4,1.2,49.1
8,24.10.2016,0.05,1.8,12,11.9,0.91,0.05,30.3,0.23,46.5
8,21.03.2017,0.16,3.6,13,12.5,5.4,0.16,31.3,0.23,48.1
8,17.05.2017,0.08,8.2,9,7.4,2.74,0.07,23.9,0.18,33.2
8,07.09.2017,0.4,4.1,13,10.9,1.02,0.058,46.7,0.96,42.5
8,23.10.2017,0.06,2.5,14,6,2.39,0.048,37.4,0.17,50.5
8,13.03.2018,0.12,5.8,11,10.8,4.4,0.032,34.9,0.33,47.9
8,06.06.2018,0.12,8.6,12,6.5,0,0.05,47.8,0.15,39.5
8,17.10.2018,0.19,3.4,15,5.2,1.3,0.06,20.7,0.99,47.6
9,02.02.2000,2.2,4.5,12,10.3,7,0.12,32.7,0.32,37.6
9,05.04.2000,0.14,3.4,10,10,7.7,0.21,42.5,0.02,29.5
9,05.07.2000,0.07,2,4,8.1,0.5,0.18,28.6,0.58,26.8
9,03.10.2000,0.51,2.2,9,11,4.2,0.1,18.8,0.26,23.5
9,12.03.2001,0.36,5.9,10,10.8,6.5,0.15,21.6,0,32.1
9,11.04.2001,1.1,3.7,16,15.6,3.5,0.06,30.4,0.02,27.7
9,04.09.2001,0,2.4,10,7.4,2.2,0.14,26.5,0.24,24.6
9,16.10.2001,0,2.8,16,11.8,3.1,0.07,27.5,0.21,27.7
9,14.03.2002,0.1,7.3,16,11.2,3.2,0.03,19.5,0.05,33.3
9,10.04.2002,0,5.3,10,8.9,3.4,0.02,35.2,0.03,24.2
9,12.09.2002,0.08,5.5,19,6.3,7.6,0.06,16.8,0.59,33.3
9,02.10.2002,0.34,4,5,8.2,3.6,0.06,24,0.32,31.6
9,26.03.2003,1.5,3.1,24,13,5.1,0.22,23.4,0.32,12.8
9,14.05.2003,0.06,4.8,14,2.8,4,0.03,23.4,0.04,12.7
9,02.09.2003,0.1,2.5,15,11.4,0.58,0.05,27.9,0.29,25.5
9,01.10.2003,0.28,1.1,9,11.7,1.3,0.05,15.4,0.25,28.2
9,11.03.2004,0.27,2.3,10,9.9,9,0.04,81.2,0.1,31.2
9,12.05.2004,0.32,2.1,10,8.7,2.5,0.06,46.6,0.07,32.1
9,12.07.2004,0.21,5.3,13,8.7,0.69,0.024,30.6,0.36,25.9
9,13.10.2004,0.29,7.7,10,12.8,3.2,0.06,31.6,0.68,31.8
9,22.03.2005,0.67,7.8,10,14.5,4.9,0.09,35.3,0.15,33
9,06.04.2005,0.41,8.3,13,10.9,8.2,0.04,34.5,0.08,33.2
9,28.09.2005,0.48,1.9,7,8.1,0.8,0.13,24.7,0.16,30.4
9,25.10.2005,0.57,5.3,8,10.5,2,0.11,36.4,0.21,25.2
9,21.03.2006,0.46,1.9,8,12.3,9.3,0.3,39.8,0.25,32.4
9,12.04.2006,0.64,7.1,11,10.9,8.1,0.29,33.2,0.26,27.1
9,21.09.2006,0.35,4.6,7,5.6,2.1,0.08,35.4,0.22,24.5
9,24.10.2006,0.58,3,8,6.2,2.2,0.11,27.6,0.18,29.8
9,14.03.2007,0.15,5.8,6,11.8,5.4,0.09,22.8,0.1,23.5
9,18.04.2007,0.23,1.4,7,7,3.8,0.17,25.6,0.14,26.3
9,15.08.2007,0.81,7.4,10,3.8,1.6,0.035,25.9,0.47,30.5
9,10.10.2007,0.18,4.6,7,8.6,2.1,0.03,29.3,0.25,28.7
9,13.03.2008,0.35,5.96,11,8.2,2.9,0.057,32.7,0.06,29.9
9,05.06.2008,0.99,2.05,5,1.2,0.73,0.27,19.5,0.65,25.4
9,04.09.2008,0.21,2.16,7.2,3.8,0.64,0.173,33.4,0.98,25.8
9,07.10.2008,0.17,6.9,8,6.9,1.99,0.161,27,0.66,23.8
9,11.06.2009,0.34,2.2,5,7.7,0.5,0.098,33.5,0.44,23.4
9,08.07.2009,0.17,3.6,5,5.4,0.33,0.106,28,0.348,24.3
9,07.10.2009,0.28,1.4,5,4.5,1.74,0.001,30.8,0.439,24.1
9,12.03.2010,0.491,2.8,8,7.1,9.62,0.086,42,0.05,27.8
9,13.04.2010,0.14,7.14,4,11.4,7.8,0.055,26.2,0.12,27.8
9,08.07.2010,0.36,3.8,7,6.14,0.57,0.043,25.8,0.4,23.4
9,13.10.2010,0.4,3.5,11,7.68,2.98,0.022,42.7,0.34,23.7
9,15.03.2011,0.28,2.6,9,15.99,7.7,0.07,55.7,0.15,29.8
9,03.08.2011,0.18,4.16,9,5.6,0.16,0.037,17.9,0.065,28.2
9,18.10.2011,0.46,5.7,6,6.3,1.13,0.041,23.4,0.26,33.4
9,13.03.2012,0.98,22,6,3.5,3.1,0.17,22.5,0.4,39.6
9,05.04.2012,0.11,11.7,5,12.2,6.3,0.066,38.7,0.2,31.7
9,07.06.2012,0.33,2.8,5,7.6,1.8,0.1,25,0.12,32.2
9,05.09.2012,0.29,4.96,6,6.5,2.81,0.016,33.7,0.44,29.9
9,22.10.2012,0.6,0.44,5,5.4,1.87,0.36,34.4,0.23,31.3
9,19.03.2013,0.11,11.3,6,11.5,8.1,0.09,21.4,0.49,33.2
9,11.06.2013,0.053,5.5,9,4.03,2,0.13,43.05,0.21,16.59
9,06.08.2013,0.082,1.3,8,8.8,0.2,0.02,34.15,0.43,21.6
9,06.11.2013,0.28,6.3,3,4.5,0.9,0.13,40.54,0.26,32.1
9,17.03.2014,0.13,11,4,7.2,3.9,0.13,22.12,0.19,26.4
9,14.04.2014,0.036,5.75,6,10.7,5.1,0.076,63.7,0.18,27.3
9,05.06.2014,0.15,11.3,9,6.39,2,0.14,43.51,0.18,23.4
9,28.08.2014,0.07,11.3,3,8.7,17.2,0.023,24,0.31,29.5
9,26.11.2014,0.12,4.4,8,9,1.1,0.02,42.3,0.18,29.9
9,24.03.2015,0.26,11,7,12.8,6.1,0.11,33.1,0.06,42.1
9,10.06.2015,0.13,9,14,5.3,1.3,0.05,41.35,0.21,24.57
9,21.09.2015,0.17,8.6,11,7.4,1.8,0.22,34.1,0.56,28.6
9,03.11.2015,0.3,3.6,7,6.4,2.2,0.11,31.5,0.68,43.9
9,23.03.2016,0.09,4.6,6,7.5,1.1,0.093,29.2,0.23,34.7
9,11.05.2016,0.11,5.8,11,8.1,1.36,0.08,26.9,0.23,26.7
9,14.09.2016,0.08,7.4,7,8.1,0.49,0.02,47.9,0.45,36.9
9,24.10.2016,0.04,2.9,11,9.4,1.01,0.07,36.5,0.3,37.7
9,21.03.2017,0.18,3.1,9,11.3,1.1,0.17,26.2,0.35,40.2
9,17.05.2017,0.13,6.8,10,5.9,2.53,0.18,39,0.27,37.6
9,07.09.2017,0.12,2.9,11,6.3,1.14,0.035,45.9,0.63,44.3
9,23.10.2017,0.04,6.4,8,5.3,1.87,0.09,36.3,0.38,45.2
9,13.03.2018,0.31,5.3,16,9.8,5.4,0.018,34.2,0.28,44.3
9,06.06.2018,0.034,6.2,13,7.7,0,0.1,41.6,0.2,41.2
9,17.09.2018,0.25,7,8,11.7,0,0.12,59.3,0.25,45.9
9,17.10.2018,0.27,4,14,9.6,1,0.05,24.5,0.79,37.4
10,11.01.2000,2.5,2.6,7,8.7,7.7,0.15,40.9,0.04,34
10,02.02.2000,2.2,2.5,10,9.3,7.4,0.1,26.9,0.32,35.8
10,02.03.2000,0.65,5.4,10,10.3,9.5,0.13,40.9,0.04,32.2
10,05.04.2000,0.17,3.7,21,9.7,3.5,0.06,40.9,0.03,28.5
10,17.05.2000,0.38,4.3,12,9,0.9,0.13,22.9,0.22,25.9
10,06.06.2000,0.27,5.2,11,8.7,1,0.05,19.6,0.36,19.6
10,05.07.2000,0.34,5.3,6,8.1,1.7,0.06,29.4,0.52,27.6
10,02.08.2000,0.17,3.5,75,5.8,2,0.64,16.7,0.29,27.3
10,12.09.2000,0.24,8.7,79,8.1,0.8,0.05,20.4,0.76,30.4
10,03.10.2000,0.44,2.8,12,12.3,4.2,0.04,16.3,0.3,22.3
10,15.11.2000,0.66,5.6,9,10.5,2.4,0.03,23.5,0.08,33
10,19.12.2000,2.22,3.7,6,11.8,7.3,0.17,31,0.29,35.4
10,11.01.2001,0.16,3.5,7,12.4,7.6,0.09,21.6,0.16,28.6
10,12.02.2001,0.53,4.4,15,14,4.8,0.05,34.2,0.06,27.7
10,12.03.2001,0.38,6.6,12,12.4,5.4,0.12,15.8,0,32.1
10,11.04.2001,0.98,3.1,11,15.9,3.2,0.07,28.7,0.02,26.3
10,16.05.2001,1.25,5.35,11,11.8,0.9,0.03,39.1,0.08,24.2
10,06.06.2001,1.31,3.2,21,6.4,0.72,0.07,28.6,0.13,25.9
10,04.07.2001,0.17,4.2,10,10.2,0,0.01,43.3,0.11,25.4
10,07.08.2001,0.14,4,10,6.2,1.45,0.04,25.2,0.38,22.8
10,04.09.2001,0,2.1,12,7.4,2.3,0.13,22.2,0.24,25.4
10,16.10.2001,0,3.1,12,11.5,3,0.08,28.7,0.2,23.7
10,14.11.2001,0.4,2.2,17,13.3,3.3,0.023,11.3,0.4,24.6
10,12.12.2001,0.07,6.1,7,11.5,2.2,0.05,22.9,0.13,28.3
10,16.01.2002,0.1,5.3,13,5.6,9.7,0.03,26.4,0.3,35.1
10,05.02.2002,0.89,2.9,5,9.9,8.9,0.24,39.5,0.5,28.1
10,14.03.2002,0.23,7.6,17,11.5,1.9,0.05,35.4,0.03,24.6
10,10.04.2002,0.18,6.1,9,9.3,2.9,0.09,25.9,0.03,25.9
10,15.05.2002,0.23,6.5,10,5,3,0.08,26.5,0.3,28.1
10,13.06.2002,0.73,5.6,6,9.3,1.3,0.3,17.9,0.29,28.9
10,18.07.2002,0.15,7.3,7,6.9,1.6,0.07,17.1,0.41,28.9
10,15.08.2002,0.13,8.5,9,6.9,2,0.1,17.1,0.61,28.1
10,12.09.2002,0.18,6.1,14,7.2,3,0.08,17,0.6,35.1
10,02.10.2002,0.28,5.2,8,8.8,3.2,0.05,26.2,0.29,29.8
10,14.11.2002,0.48,4.5,11,6.3,3.7,0.02,22.3,0.63,30.2
10,06.12.2002,0.58,3.2,5,11.6,1.4,0.1,23.3,0.59,38.6
10,19.02.2003,0.42,6,15,15.1,4.5,0.5,25.4,0.64,22.8
10,26.03.2003,1.5,3.1,22,14.5,4.5,0.12,25.5,0.32,16.3
10,17.04.2003,0.29,2.2,15,9.9,1.78,0.17,23.5,0.37,20.2
10,14.05.2003,0.12,4.6,11,2.2,0.8,0.1,26.9,0.04,17.9
10,11.06.2003,0.39,6.9,12,7.1,1.4,0.06,20.2,0.21,14.4
10,04.07.2003,0.11,4.8,10,10.8,2.2,0.06,16.5,0.32,17.9
10,06.08.2003,0.07,2.8,14,6.5,2.4,0.08,15.7,0.33,28.7
10,02.09.2003,0.18,4.2,14,6.5,0.29,0.09,27.4,0.31,27.3
10,01.10.2003,0.14,2.9,8,13.6,1.3,0.05,16.1,0.28,26.4
10,12.11.2003,0.23,1.9,6,5.6,2,0.14,33,0.36,30
10,10.12.2003,0.71,2.1,11,9.3,1.6,0.13,29.9,0.34,29.9
10,12.01.2004,0.13,1,6,8.3,4.6,0.16,34.5,0.24,30.8
10,11.02.2004,0.69,1.5,16,8.4,2.6,0.13,47.1,0.18,35.2
10,11.03.2004,0.26,2,12,13.3,8.8,0.13,75.4,0.15,33
10,14.04.2004,0.04,4,11,15.1,5.9,0.31,49.5,0.03,29.5
10,12.05.2004,0.58,1.5,9,8.1,3.2,0.23,50.8,0.58,30.3
10,10.06.2004,0.59,4.4,6,7.5,4.1,0.24,33.4,0.12,30.9
10,12.07.2004,0.18,1.7,10,7.5,0.65,0.028,26.2,0.37,29.5
10,31.08.2004,0.11,5.7,9,4.9,2.7,0.08,29.9,0.48,30.9
10,08.09.2004,0.4,4.1,12,7.8,1.6,0.05,20.7,0.24,31.8
10,13.10.2004,0.43,6.7,7,13.7,3.1,0.09,29.3,0.63,30
10,10.11.2004,0.16,4.1,11,6.6,5.7,0.02,47.7,0.35,28.3
10,08.12.2004,0.87,4.2,11,9.1,2.7,0.05,56.5,0.48,30.9
10,24.01.2005,0.72,5,8,16.8,3.1,0.13,34.2,0.29,33.6
10,23.02.2005,0.48,4.08,9,15.9,3.5,0.08,28.5,0.11,31.8
10,17.03.2005,0.85,4.1,8,9.3,4.7,0.11,30.6,0.14,29.7
10,06.04.2005,0.43,4.5,11,11.2,7.2,0.08,31.8,0.09,27
10,13.05.2005,2.67,8.3,7,8.4,2.2,0.29,35,0.05,23.5
10,10.06.2005,0.87,5.9,9,8.1,1.8,0.23,33.8,0.2,23.4
10,05.07.2005,0.68,6.5,8,11.5,3.1,0.09,29.5,0.14,21.7
10,26.08.2005,0.53,5.3,10,6.2,1.05,0.09,24.6,0.11,25.2
10,28.09.2005,0.42,3.1,8,8.4,1.1,0.12,23.5,0.11,26.1
10,25.10.2005,0.52,5.3,9,10.9,1.4,0.09,31,0.25,23.5
10,29.11.2005,0.79,4.5,19,10.2,1.4,0.31,40.7,0.2,24.8
10,15.12.2005,0.35,1.7,10,7.5,4,0.11,30.8,0.25,26.2
10,18.01.2006,0.44,4.9,8,12.3,4.5,0.13,29.4,0.16,32.2
10,14.02.2006,1.1,3.8,14,10.9,4.1,0.04,33.3,0.16,35.9
10,21.03.2006,0.75,1.5,9,12.3,9.2,0.13,35.1,0.26,31.5
10,12.04.2006,0.68,5.7,9,10.6,8.1,0.15,31.8,0.34,30.6
10,17.05.2006,0.52,2.9,9,9.7,0.5,0.14,27,0.28,28
10,05.06.2006,0.06,6.3,8,18.4,2.5,0.15,37.6,0.24,20.1
10,11.07.2006,0.14,5,5,5.9,0.8,0.28,29.5,0.07,21
10,10.08.2006,0.22,4.6,5,5.2,1.03,0.15,31.3,0.2,24.5
10,21.09.2006,0.34,4.2,6,5.6,2.2,0.05,37.7,0.18,28.9
10,24.10.2006,0.47,3.7,9,8.3,2,0.08,25.9,0.26,28
10,21.11.2006,0.28,4.4,6,15.6,1.3,0.07,41.4,0.2,26.3
10,12.12.2006,0.08,5.9,9,8.7,2.4,0.15,30.9,0.28,31.5
10,16.01.2007,0.12,6.3,9,13.6,2.6,0.06,23,0.2,28
10,20.02.2007,0.2,2.4,6,11.2,7.4,0.01,25.7,0.14,28.9
10,14.03.2007,0.18,7.9,9,17.7,4.7,0.06,47.5,0.14,28.5
10,18.04.2007,0.28,1.2,10,7.3,4.8,0.18,36.1,0.18,30.6
10,21.05.2007,0.62,7.4,7,4.8,0.8,0.06,26.7,0.11,28.9
10,18.06.2007,0.29,5.4,9,7.6,4.2,0.15,35.8,0.2,26.6
10,11.07.2007,0.47,5.3,9,7.3,1.3,0.26,29.9,0.47,28.9
10,15.08.2007,0.98,8,11,3.6,1.3,0.11,26.5,0.22,28.7
10,06.09.2007,0.32,7.9,10,5.8,0.9,0.04,13.6,0.38,30.1
10,10.10.2007,0.16,4.6,5,8,2.1,0.03,26.6,0.25,27.8
10,14.11.2007,0.42,2.9,12,8,1.4,0.06,18.8,0.25,28.4
10,12.12.2007,0.71,2.7,66,8.3,2.3,0.08,22,0.24,29.5
10,18.01.2008,1.7,6.2,10.5,13.8,4.1,0.44,17.2,0.99,26.4
10,12.02.2008,0.29,3.1,13,6.1,4.4,0.05,39.6,0.27,31.6
10,13.03.2008,0.3,2.8,13,8.52,4.1,0.018,37.6,0.03,31.6
10,03.04.2008,0.12,2.2,14.5,7.9,4.6,0.026,43.7,0.04,29.9
10,07.05.2008,0.4,1.74,12,4.4,1.36,0.059,25.9,0.24,19.8
10,05.06.2008,1.01,1.89,4,2.2,1.89,0.17,20.7,0.6,25.4
10,03.07.2008,0.199,2.8,8,6.6,1.3,0.098,26.05,0.71,23.01
10,08.08.2008,0.14,5.44,7,5.68,1.5,0.039,36.8,1,22.9
10,04.09.2008,0.14,2.8,7,3.8,1.78,0.171,35.1,1.44,26.9
10,07.10.2008,0.15,3.5,6,7.6,0.84,0.025,28.2,0.62,24.7
10,13.11.2008,0.32,2.8,7,5.4,1.2,0.17,41.6,0.025,24.7
10,03.12.2008,0.41,4.5,7,9.3,0.7,0.08,34.6,0.09,23.8
10,12.01.2009,0.29,2.2,8,9.2,4.8,0.12,36.3,0.269,23.4
10,03.02.2009,0.23,1.8,12,8.2,6.14,0.043,46.7,0.06,26.7
10,11.03.2009,0.21,6,9,10.7,4.21,0.043,33.1,0.07,29.3
10,07.04.2009,0.19,5.5,4,11.3,0.19,0.029,49.6,0.03,24.7
10,11.06.2009,0.28,2.8,7,7.76,1.06,0.094,34.6,0.42,23.4
10,08.07.2009,0.18,4.8,8,6.3,1.99,0.025,26.8,0.341,25.1
10,10.08.2009,0.3,5.7,7,6.3,0.22,0.022,24.7,0.23,25.1
10,01.09.2009,0.22,6.8,6,2.9,3.21,0.158,30.7,0.6,21.4
10,07.10.2009,0.31,1.2,6,4.5,2.02,0.18,33.5,0.52,31.8
10,03.11.2009,0.23,1.5,9,11.9,1.75,0.149,35.4,0.05,28.4
10,08.12.2009,0.12,4.3,10,9.9,10.3,0.031,23.5,0.18,25.8
10,19.01.2010,0.29,1.2,9,10.2,7.2,0.083,58.4,0.38,32.1
10,04.02.2010,0.43,3.8,8,8.7,7.4,0.041,46.2,0.133,32.5
10,12.03.2010,0.42,3.1,9,7.1,9.14,0.082,23.5,0.214,31.3
10,13.04.2010,0.17,8.2,5,11.7,3.85,0.026,20.9,0,24.3
10,13.05.2010,0.24,1.4,10,6.8,0.1,0.022,50,0,25.2
10,01.06.2010,0.6,1.2,5,5.9,2.61,0.083,26.9,0.32,25.2
10,08.07.2010,0.65,1.9,9,5.21,1.26,0.083,26.5,0.072,22.6
10,05.08.2010,0.61,6.6,7,4.6,1.04,0.04,15,0.017,25.2
10,07.09.2010,0.22,1.7,6,4.8,2,0.027,20,0.34,23.6
10,13.10.2010,0.71,3.5,7,7,2.1,0.126,46.2,0.43,26.3
10,16.11.2010,0.3,6,6,6.7,1.5,0.049,39.7,0.22,28.1
10,07.12.2010,0.66,3.9,6,10.2,1.8,0.057,41.6,0.237,30.3
10,12.01.2011,0.39,3.6,9,14.1,6.6,0.06,63.3,0.06,31.9
10,08.02.2011,0.71,2,6,16.7,8.5,0.07,64.2,0.17,33.3
10,15.03.2011,0.37,3.25,7,15.3,6.2,0.09,59.3,0.073,19.3
10,05.07.2011,0.27,6.3,7,8.8,0.51,0.06,45.4,0.11,27.3
10,03.08.2011,0.29,6.2,10,5.9,0.13,0.032,24.6,0.1,29.9
10,09.09.2011,0.5,8.2,8,4.9,0.39,0.19,32.8,0.25,29
10,18.10.2011,1.06,5,8,6,0.86,0.104,23.8,0.27,35.2
10,08.11.2011,0.047,7,6,10,1.61,0.101,22.3,0.161,31.7
10,08.12.2011,0.17,2.5,9,7.8,1.55,0.147,65.1,0.146,29
10,11.01.2012,0.46,5.6,10,10,1.75,0.047,29.3,0.36,29.1
10,14.02.2012,1.7,4.41,3,9.1,5.3,0.37,33,1.04,34.34
10,13.03.2012,0.37,14.5,6,7.2,4.9,0.14,21.8,0.33,38.7
10,05.04.2012,0.3,11.6,5,11.8,2.2,0.037,41.4,0.17,37
10,15.05.2012,0.15,4.1,9,9.7,3.8,0.21,47.6,0.15,34
10,07.06.2012,0.45,3.8,5,5.9,1.5,0.23,22.7,0.15,35.7
10,05.07.2012,0.16,6.8,11,7.1,0.52,0.19,15.1,0.16,31.7
10,08.08.2012,0.1,2.82,11,6.2,0.47,0.012,33.7,0.29,29.1
10,04.09.2012,0.41,5.6,16,4.65,0.62,0.073,30,0.19,33.5
10,22.10.2012,0.59,1.08,5,5,1.14,0.53,31.6,0.18,33
10,06.11.2012,0.32,8.7,9,11,1.98,0.27,34.2,0.012,37
10,13.12.2012,0.31,2.8,9,9.3,1.84,0.046,33.9,0.07,29.1
10,25.01.2013,0.29,3.1,5,7.4,1.51,0.041,48.5,0.05,33.6
10,19.02.2013,0.17,3.88,7,14.65,6.65,0.12,27.1,0.17,39.1
10,19.03.2013,0.1,4.34,5,10.8,8.5,0.09,16.7,0.53,31.5
10,16.04.2013,0.13,2.5,5,8.2,8.8,0.11,36.9,0.59,28.2
