id,date,NH4,BSK5,Suspended,O2,NO3,NO2,SO4,PO4,CL
13,07.08.2008,0.29,5.1,29,6.68,3.4,0.11,38.2,1.29,28.6
13,03.09.2008,0.34,5.27,10,5.3,5.59,0.212,35.1,0.73,33.6
13,08.10.2008,0.26,10,12,5.6,1.5,0.055,26.6,0.31,25.6
13,14.11.2008,0.95,3.5,22,9.6,4.8,0.22,44.5,0.17,31.8
13,02.12.2008,4.9,3.9,5,8.1,9.7,0.97,62.2,0.06,62.7
13,12.01.2009,2.1,4.6,11,9.2,10.7,0.49,36.6,0.244,36.8
13,11.03.2009,0.18,4.9,10,9.9,12.2,0.12,53.5,0.09,31.8
13,07.04.2009,0.38,3.5,6,8.1,1.02,0.1,57.8,0.12,28.6
13,07.05.2009,0.28,8.8,9,8,4.32,0.21,47.4,0.2,29.2
13,10.06.2009,0.25,3.4,13,6.57,1.92,0.029,38.2,0.73,27.5
13,07.07.2009,0.34,6.2,10,3.9,0.32,0.544,34.5,0.38,29.3
13,10.08.2009,0.89,8.15,6,3.4,6.91,0.212,33,0.41,43.5
13,01.09.2009,2.38,8.3,9,4.5,2.23,0.286,31.1,0.422,25.1
13,08.10.2009,1.16,5.4,10,9.9,2.87,0.24,25.2,0.55,27.6
13,03.11.2009,0.55,4.2,8,10.8,8,0.198,45.8,0.169,35.1
13,08.12.2009,0.12,4.12,1.66,63,7.4,7.2,24.9,0.034,91.5
13,15.01.2010,1.3,3.8,10,9.2,8.87,0.197,58.4,0.282,38.2
13,04.02.2010,2.42,3.5,12,11.5,9.84,0.235,59.1,0.398,45.5
13,16.03.2010,0.52,4.6,8,9.9,5.4,0.033,55.9,0.111,36.5
13,12.04.2010,0.52,6.3,8,9.3,5.4,0.33,38.9,0.11,29.5
13,12.05.2010,2.11,1.9,11,8.4,3.21,0.29,44.3,0.62,32.1
13,07.06.2010,0.42,5.6,7,6,3.6,0.072,27.7,0.38,25.2
13,08.07.2010,1.43,5.3,11,5.06,1.04,0.16,26.6,0.55,26.9
13,03.08.2010,1.32,6.4,5,4.3,4.26,0.42,18.8,0.48,26.9
13,06.09.2010,0.87,2.9,7,5.8,7.42,0.54,24.2,0.8,31.7
13,14.10.2010,2.01,3.8,9,6.7,2.36,0.27,49.6,0.25,35.9
13,15.11.2010,1.62,9.6,15,10.2,3.26,0.28,52.5,0.11,36.8
13,01.12.2010,1.35,4.2,12,11.2,3.7,0.56,56.4,0.053,39.1
13,10.01.2011,1.24,4.8,11,12.8,6.5,0.37,71.5,0.61,47.7
13,01.02.2011,1.4,6.1,10,11.8,8.4,0.21,67.7,0.38,49.1
13,11.03.2011,1.53,6.2,7,14.06,10.6,0.33,87.6,0.44,38.6
13,05.04.2011,1.91,3.2,9,6.9,4.8,0.18,75.5,0.16,32.6
13,10.05.2011,0.954,8,12,10.4,6.85,0.65,75.2,0.131,36.9
13,06.06.2011,0.62,9.8,12,7.5,7.5,3.17,62,0.27,36.1
13,04.07.2011,1.86,10.9,11,11.9,0.81,0.32,65.5,0.87,36.7
13,02.08.2011,1.86,5.8,12,4.7,3.51,0.78,31.4,0.453,36.9
13,08.09.2011,1.55,7.6,15,6,3.1,0.32,43.2,0.44,48.4
13,10.10.2011,0.98,4.8,10,5.7,3.05,0.32,18.4,1.52,47.5
13,08.11.2011,0.211,5.7,9,10.7,4.35,0.28,17.9,0.032,42.2
13,05.12.2011,1.01,4.8,11,9.1,5.05,0.66,58.8,0.118,30.8
13,11.01.2012,0.72,9.4,9,13,9.4,0.76,37.7,0.14,40.5
13,13.02.2012,2,2.6,8,8.2,5.2,1.27,42,0.57,51.9
13,12.03.2012,1.8,4.5,6,7.5,7.2,0.56,23.5,1.35,53.7
13,05.04.2012,0.2,11,7,11.6,2.5,0.48,39.7,0.059,35.2
13,15.05.2012,2.68,6,8,5.3,10.8,1.09,53.8,0.16,41
13,06.06.2012,2.83,6.4,6,5.4,9.4,0.8,42.4,0.24,41.4
13,05.07.2012,2.62,7.4,10,9.9,2.9,0.28,14.4,0.17,29.9
13,08.08.2012,3.67,4.36,14,6.5,7.95,1.57,63.2,0.17,63.4
13,04.09.2012,6.5,16.2,15,17.4,2.53,1,62.2,0.3,37
13,08.10.2012,0.26,9,6,8.5,2.98,0.048,58.2,0.38,37
13,06.11.2012,2,8.7,10,9.8,1.7,1.7,40.5,0.19,43.1
13,13.12.2012,0.8,3.1,9,12.4,1.7,0.26,39.7,0.17,47.3
13,25.01.2013,0.75,2.8,9,7.7,6.03,0.3,58.19,0.15,39.1
13,20.02.2013,0.85,5.1,6,15.2,7.7,0.18,20.8,0.37,34.5
13,19.03.2013,0.15,12.5,7,17.35,7.2,0.27,42.8,0.8,33.2
13,04.04.2013,0.2,3.1,5,8.7,13.1,0.36,43.3,0.78,24.9
13,15.05.2013,0.18,5.3,6,4.65,9.6,0.33,41.7,0.88,34.6
13,11.06.2013,0.082,9.65,12,4.03,2.6,0.56,41.5,0.25,20.7
13,09.07.2013,0.2,4.1,11,11,4.2,0.072,41.6,0.21,23.2
13,07.08.2013,3.84,3.74,8,9.4,1,0.91,42.78,0.41,34.01
13,11.09.2013,3.7,7,5,19.07,1.5,0.59,44.3,0.37,36.2
13,08.10.2013,1.68,8.7,9,8.4,1.55,0.67,48.49,0.37,30.7
13,05.11.2013,5.3,2.4,4,5.58,2.32,2.53,40.81,0.39,34.1
13,03.12.2013,0.65,3.1,6,6.1,1.97,0.21,35.56,0.19,29.9
13,09.01.2014,0.1,6.4,5,10.75,7.25,0.043,43.37,0.35,38.4
13,04.02.2014,1.2,4,8,6.6,7.35,0.14,21.01,0.37,27.3
13,12.03.2014,1.05,11.8,11,8.7,7,0.27,40.5,0.39,25.9
13,09.04.2014,1.6,9.6,10,9.4,5.87,0.27,40.95,0.32,31.24
13,29.04.2014,1.47,14.5,4,8.88,5.05,0.24,38.1,0.03,30.7
13,11.06.2014,1.07,15.2,6,5.92,2.8,0.56,42.02,0.25,26.4
13,08.07.2014,1.04,13,13,8.72,0.46,1.01,37.98,0.26,23.9
13,12.08.2014,0.43,10.5,7,7.94,16.1,1.55,39.9,0.84,58
13,02.09.2014,0.64,8.8,7,7.64,14.6,0.25,61,0.95,44.9
13,15.10.2014,1.18,8.8,8,8.7,2.4,0.36,54.5,0.27,34.9
13,26.11.2014,1,8,7,11.8,2.1,0.37,41.35,0.37,29.9
13,15.12.2014,1,3.8,12,7.8,1.94,0.21,36.23,0.18,57.9
13,28.01.2015,0.14,5.1,9,8.9,1.7,0.05,43.1,0.34,42.1
13,28.02.2015,0.48,5.3,13,8.72,1.8,0.19,41.35,0.36,35.98
13,25.03.2015,0.82,11.8,15,9.3,2.3,0.13,33.5,0.18,40.4
13,15.04.2015,0.92,8,13,11.5,3.1,0.14,36.22,0.1,37.73
13,13.05.2015,0.24,14.5,4,9.02,17.94,0.2,40.14,0.39,38.61
13,09.06.2015,0.23,11.6,10,6.71,3.3,0.56,43.51,0.27,29.83
13,09.07.2015,0.37,12.2,15,11.4,3.2,0.22,45.7,0.25,42.1
13,11.08.2015,0.58,9,18,3.2,4.8,0.17,44.2,0.36,61.07
13,10.09.2015,0.72,8.8,10,4.8,13.2,0.19,41.9,0.85,44.4
13,06.10.2015,1.1,6.4,16,5.8,14.8,0.44,43.8,0.48,43
13,04.11.2015,1.7,5.1,7,7.5,12.4,0.38,59.8,0.46,68.4
13,08.12.2015,0.43,3.5,18,6.4,13.7,1.7,54.7,0.35,53.7
13,27.01.2016,0.84,5.1,9,9.5,14.2,0.84,43.1,1.51,56.2
13,01.02.2016,0.89,5.4,17,8.6,15.1,0.63,42.6,1.45,57.9
13,22.03.2016,0.14,9,17,13,17.5,0.59,39.3,1.43,45.1
13,21.04.2016,0.87,2.9,13,12.8,6.67,0.64,61,0.32,56.5
13,05.05.2016,0.39,5.2,6,3.6,19.2,1.26,52.2,0.36,55.3
13,08.06.2016,1.76,2.4,12,6,21.6,2.5,59.8,0.84,36.9
13,05.07.2016,2.3,5.8,17,4.1,13.7,0.16,61.4,0.4,49.1
13,25.08.2016,0.56,8.4,17,9.9,9.8,0.17,57,0.97,53.5
13,13.09.2016,2.8,8.8,15,4.7,5.1,0.72,56.6,3.2,69.3
13,25.10.2016,0.16,5.8,15,9.4,1.63,0.03,37.4,0.18,53.5
13,22.11.2016,0.39,6.6,11,8.1,13.6,0.44,66.7,0.28,56.8
13,20.12.2016,1.34,4.3,12,7.5,9.2,0.26,77.9,0.89,53.3
13,18.01.2017,1.11,3.6,10,8,5.6,1.03,53.6,0.91,55.9
13,17.02.2017,1.43,5,9,8.9,16.1,0.77,52.2,0.93,58.6
13,22.03.2017,0.15,7,15,5.9,8.1,0.52,37.6,0.1,56.8
13,19.04.2017,0.18,9.8,13,6.3,7.8,0.13,52.8,0.44,35
13,16.05.2017,0.28,14.5,11,8,3.1,0.26,44.1,0.42,41.9
13,21.06.2017,0.26,5.72,13,6.6,0.76,0.27,89.3,0.97,80.4
13,06.07.2017,0.33,3.54,16,5,6.1,0.34,53.8,1.42,78.7
13,26.07.2017,0.18,5.3,15,2.2,0.86,0.08,49.5,0.56,57.7
13,18.08.2017,0.46,6.8,10,6.9,5.4,6,55.4,0.56,102.8
13,06.09.2017,0.21,3.3,13,2.5,11.4,0.33,55,1.18,77.9
13,18.10.2017,0.79,9,16,6,9.1,0.35,53.3,0.73,67.4
13,23.11.2017,0.27,5.2,13,4.8,3.5,0.16,47.5,0.1,46.1
13,12.12.2017,0.57,8.6,13,8.6,5.6,0.12,60.5,0.16,58.5
13,17.01.2018,0.27,2.1,18,6.37,7.07,0.18,43.8,0.47,47.2
13,13.02.2018,0.45,3.9,14,6.7,9.47,0.436,67.6,0.29,63.6
13,13.03.2018,1.65,3.3,20,9.4,5.56,0.39,48.4,0.86,47.9
13,17.04.2018,2.3,11.6,20,12.6,5.2,0.39,66.7,0.19,40
13,15.05.2018,0.28,3.5,15,7.5,4.1,0.62,58.3,0.31,34.3
13,06.06.2018,0.41,9.2,14,4.7,4.4,1.35,82.6,3.95,91.9
13,04.07.2018,0.28,4.6,10,5.5,4.82,0.42,34.05,0.96,51.48
13,17.09.2018,0.96,10.6,9,13,9.5,0.15,74.8,0.54,119.1
13,17.10.2018,0.69,8.6,13,9.2,2.6,0.43,36.6,1.1,57
13,14.11.2018,1.72,5.1,7,7,3.38,0.7,31.5,0.084,51.6
13,11.12.2018,1.42,8.2,10,9.2,5.58,0.71,42.7,0.62,65.4
14,10.01.2000,1.3,1.9,9,15.8,6.3,0.3,40.1,1.61,31.3
14,01.02.2000,2.2,2.5,8,10.6,8.8,0.27,27.8,0.15,31.3
14,01.03.2000,0.68,4.1,11,10.3,8.8,0.09,45.8,0.02,28.6
14,04.04.2000,0.81,3.4,13,8.7,4.6,0.09,47.4,0.03,23.2
14,16.05.2000,0.27,3,10,6.5,3,0.05,22.9,0.28,23.2
14,05.06.2000,0.72,3.8,12,9.6,1,0.06,24.5,0.22,22.3
14,04.07.2000,0.1,4.4,15,6.4,2.3,0.17,20.4,0.44,23.2
14,01.08.2000,0.37,2.9,18,5.8,1.5,0.24,16.3,0.58,24.1
14,13.09.2000,0.16,6,9,8.1,0.9,0.02,13.1,0.39,25.9
14,03.10.2000,0.41,8.5,11,10,0.7,0.03,16.3,0.27,22.3
14,11.10.2000,0.68,3.1,25.4,6.6,0.96,0.06,16.4,0.07,22.3
14,14.11.2000,0.91,6,7,11.1,2.9,0.09,35.3,0.21,30.1
14,18.12.2000,1.41,3,9,10.8,5.4,0.05,31.2,0.17,30
14,10.01.2001,0.54,2.8,13,12.1,5.5,0.14,21.1,0.54,29.5
14,13.02.2001,0.55,4.7,14,13.4,4.6,0.07,32,0.08,28.6
14,11.03.2001,0.23,5.9,9,12,5.6,0.07,23.2,0,25
14,10.04.2001,0.82,4.4,14,11.1,2.2,0.02,30.6,0.06,20.2
14,14.05.2001,1.08,5.7,10,13.4,1,0.04,37.7,0.18,22.5
14,05.06.2001,1.14,4,18,7,0.67,0.05,23.7,0.18,19.8
14,03.07.2001,0.08,2,9,3.7,1.6,0.01,38.6,0.43,20.9
14,06.08.2001,0.21,2.8,11,5.9,3.38,0.04,25.4,0.56,15.8
14,06.09.2001,0.07,3.6,8,7.4,2.3,0.36,24.7,0.3,22.7
14,15.10.2001,0.31,5.5,10,10.8,1.8,0.04,28,0,26.3
14,15.11.2001,0.24,7.1,12,16.4,2.3,0.03,27.7,0.04,28.1
14,11.12.2001,0.12,7.1,8,12.4,2.5,0.06,24.4,0.023,28.9
14,15.01.2002,0.7,4.9,12,5.6,9.4,0.04,24.1,0.27,34.2
14,05.02.2002,0.92,4.7,13,11.2,8.5,0.34,34.4,0.44,50.9
14,13.03.2002,0.33,5.4,19,15.8,1.7,0.03,34.9,0.05,29.8
14,09.04.2002,0.01,5.7,6,13,2.8,0.14,37.8,0.07,26.8
14,14.05.2002,0.2,5.1,5,5.6,2.8,0.11,39.5,0.25,22.7
14,06.06.2002,0.2,4.2,19,6.5,1.4,0.13,21.5,0.3,26
14,16.07.2002,0.22,11.7,8,11.9,1.2,0.04,12.3,0.48,26.3
14,13.08.2002,0.82,4.7,20,6,2.2,0.14,20.79,0.49,21.9
14,11.09.2002,0.28,11.1,26,6,1.1,0.11,18.5,0.58,27.2
14,01.10.2002,0.25,5.1,11,7.6,1.8,0.07,16.7,0.22,228
14,13.11.2002,0.5,2.7,9,6.9,2.9,0.01,26.2,0.32,24.9
14,05.12.2002,0.51,3.4,8,10.7,1.2,0.09,24.4,0.54,33.3
14,22.01.2003,0.38,2.9,12,8.8,3.7,0.12,44.5,0.31,28.1
14,20.02.2003,0.44,3.5,13,9.1,6.4,0.2,22.7,0.92,29.8
14,25.03.2003,0.93,3,19,17.9,4.5,0.29,25.3,0.28,12.8
14,16.04.2003,0.14,6.2,14,13.9,1.9,0.17,22.7,0.4,22.5
14,13.05.2003,0.1,5.4,11,1.9,1.2,0.16,33.3,0.003,16.2
14,12.06.2003,0.29,6.3,13,6.2,1.8,0.25,20.7,0.15,14.4
14,03.07.2003,0.2,5.4,12,7.7,0.3,0.04,18.6,0.18,19.4
14,04.08.2003,0.12,3.5,13,7.1,1.8,0.11,16.3,0.32,21.7
14,03.09.2003,0.24,5.8,11,8.8,0.5,0.17,27.6,0.3,25.5
14,02.10.2003,0.48,2.3,8,10.2,1.2,0.08,17,0.28,22.9
14,11.11.2003,0.09,1.3,10,9.6,2.4,0.13,36.6,0.12,21.1
14,09.12.2003,0.17,2.3,12,12.4,4.8,0.09,27.5,0.1,28.2
14,13.01.2004,0.18,1.4,11,8.1,6.1,0.09,52.6,0.07,29.9
14,10.02.2004,0.82,1.2,13,6.5,3,0.28,54.2,0.21,27.3
14,10.03.2004,0.36,2.3,9,15.4,8.2,0.11,50.7,0.12,29.5
14,15.04.2004,0.08,9.6,9,19.1,0.1,0.04,54.5,0.03,23.2
14,13.05.2004,0.3,1.7,10,7.7,1,0.06,33.6,0.24,25
14,08.06.2004,0.41,4.1,10,7.8,0.29,0.03,32.6,0.06,30
14,07.07.2004,0.29,8.1,15,5.9,2.63,0.06,25.1,0.37,26.8
14,30.08.2004,0.16,5.7,16,6.2,3.6,0.12,30.1,0.46,23.8
14,09.09.2004,0.69,3.3,18,7.8,1.7,0.05,30,0.21,28.4
14,14.10.2004,0.3,8.7,17,13.4,1.2,0.06,23.5,0.21,24.7
14,09.11.2004,0.11,2.8,16,7.5,6.5,0.02,43.8,0.15,26.5
14,07.12.2004,0.91,3.6,13,5.6,5,0.08,38.6,0.11,30
14,26.01.2005,0.24,3.6,9,15.6,5.3,0.14,40,0.09,30.9
14,22.02.2005,0.3,5.02,11,16.8,3.3,0.1,29.7,0.09,30
14,17.03.2005,1.53,11.7,9,15.6,6.7,0.13,29.2,0.82,31.4
14,05.04.2005,0.73,4.1,10,7.4,3.5,0.05,32.3,0.05,22.6
14,12.05.2005,2.68,5.3,7,8.7,2.2,0.13,42.9,0.05,20.8
14,09.06.2005,0.69,5.9,13,8.7,1.9,0.12,24.6,0.18,19.9
14,04.07.2005,0.5,4.7,9,5.6,0.4,0.08,25.5,0.11,20.9
14,25.08.2005,0.54,4.7,9,5.9,1,0.08,25.4,0.03,22.9
14,27.09.2005,0.86,3.3,11,7.4,1.4,0.09,28.9,0.12,28.7
14,24.10.2005,0.35,5,10,9.9,1.9,0.15,41.2,0.25,23.5
14,28.11.2005,0.61,4.2,16,7.4,1.9,0.08,44.5,0.13,24.6
14,13.12.2005,0.22,6.5,12,10.6,6.5,0.08,19.8,0.14,24.4
14,17.01.2006,0.37,4.2,12,13.3,5.9,0.08,28.6,0.03,28.8
14,13.02.2006,0.7,3.1,10,10.2,5.2,0.04,40.2,0.08,32.4
14,20.03.2006,0.91,1.9,10,12.3,6.7,0.28,33.7,0.27,29.8
14,11.04.2006,0.96,2.2,8,13.3,6.5,0.25,31.5,0.28,27.9
14,16.05.2006,0.72,4.7,21,9.4,0.5,0.14,24.4,0.37,28
14,06.06.2006,0.19,3.8,16,9.4,2.6,0.07,38,0.24,19.2
14,11.07.2006,0.13,3.6,11,5.2,0.6,0.07,41.2,0.09,21
14,07.08.2006,0.32,8.8,14,5.9,0.1,0.06,26.2,0.22,22.4
14,20.09.2006,0.38,4.5,11,5.9,1.8,0.02,31.5,0.27,23.6
14,23.10.2006,0.5,6.1,8,12.8,1.3,0.03,28.2,0.29,28
14,20.11.2006,0.017,6,8,17.7,1.7,0.02,41.9,0.21,25.4
14,11.12.2006,0.08,5.3,6,8.3,3.6,0.03,27.1,0.07,28.9
14,17.01.2007,0.19,2.1,10,8.4,5.1,0.06,22.9,0.05,27.1
14,19.02.2007,0.36,4.6,10,10.1,6,0.03,37,0.15,29.8
14,13.03.2007,0.11,3.5,7,10.1,5.1,0.14,37.4,0.12,22.4
14,17.04.2007,0.24,4.6,7,9.1,4,0.18,29.3,0.16,25.4
14,22.05.2007,0.54,4.8,10,6.7,0.8,0.02,32.3,0.13,33.3
14,19.06.2007,0.32,7.4,8,5.5,1.2,0.16,22.4,0.76,29.4
14,10.07.2007,0.35,4.5,11,8.8,0.46,0.14,28.6,0.54,25.4
14,14.08.2007,0.86,9.2,8,3,3,0.015,23.6,0.24,27
14,05.09.2007,0.42,12.1,11,9.5,0.4,0.02,15.8,0.85,25.8
14,11.10.2007,0.21,5.6,12,8.3,0.8,0.05,25.6,0.23,24.4
14,13.11.2007,0.26,8,12,11.3,1.4,0.02,21.4,0.03,26.1
14,11.12.2007,0.96,1.6,10.5,6.4,4.3,0.11,14.6,0.084,27.8
14,15.01.2008,1.04,1.8,11.3,6.1,4.1,0.07,22.8,0.89,30.7
14,08.02.2008,0.84,5.8,9,10.7,3.6,0.08,44.7,0.07,28.1
14,12.03.2008,0.28,4,8,7.89,1.1,0.034,33.9,0.06,26.3
14,02.04.2008,0.17,1.6,3.5,9.5,2.7,0.053,37.5,0.1,23.7
14,06.05.2008,0.34,2.05,8.5,5,0.77,0.038,39.3,0.73,24.2
14,04.06.2008,0.34,4.42,7,5.7,1.34,0.058,23.7,0.21,18.4
14,02.07.2008,0.34,3,11,7.57,1.34,0.058,14.3,0.44,19.8
14,07.08.2008,0.35,3.82,32.8,4.73,0.57,0.031,2.3,0.82,22.9
14,03.09.2008,0.36,3.12,14,7.5,0.67,0.32,22.2,0.5,24.7
14,08.10.2008,0.32,11.5,13,6.5,0.18,0.014,26.6,0.06,19.4
14,14.11.2008,0.25,3.3,10,7.8,1.2,0.043,45.7,0.27,22.9
14,02.12.2008,0.36,2.74,9,6.9,3.92,0.015,40.4,0.07,22.9
14,12.01.2009,0.86,3.9,10,8.6,9.26,0.07,44.5,0.085,28.1
14,03.02.2009,0.49,1.52,14,8.2,6.2,0.028,47.8,0.09,25.9
14,11.03.2009,0.19,7,12,10.7,7.89,0.037,62.2,0.12,26.8
14,07.04.2009,0.2,3.1,8,7.8,0.06,0.031,53.1,0.041,25.9
14,07.05.2009,0.27,9.4,8,8.3,0.39,0.035,29.6,0.2,20.9
14,10.06.2009,0.22,6.04,9,11.04,0.12,0.042,31.8,0.38,20.9
14,07.07.2009,0.31,3.6,12,4.2,3.01,0.018,27.3,0.34,21.9
14,10.08.2009,0.42,7.26,7,7.5,1.02,0.034,15.4,0.25,22.6
14,01.09.2009,0.36,5.32,7,6.9,0.92,0.51,22.2,0.53,22.6
14,08.10.2009,0.41,7.8,9,9,1.06,0.009,26.4,0.302,31.8
14,03.11.2009,0.28,2.09,7,8.9,2.03,0.036,35.4,0.099,30.1
14,08.12.2009,0.13,4.34,5,9.6,6.09,0.018,22.9,0.25,23.2
14,15.01.2010,0.3,4,12,7.7,7.33,0.053,57.6,0.209,29.5
14,04.02.2010,1.09,2,9,5.9,8.4,0.065,51,0.162,29
14,16.03.2010,0.43,5.3,8,10.8,9.1,0.032,48.1,0.089,27.8
14,12.04.2010,0.22,4.7,6,9.9,2.29,0.031,26.4,0.091,21.7
14,12.05.2010,0.28,2,6,4.3,1.54,0.075,31.7,0.18,21.7
14,08.06.2010,0.4,5.04,9,4.3,0.64,0.016,34.5,0.28,20
14,13.07.2010,0.48,4.32,12,9.5,1.8,0.022,26.6,0.32,20
14,03.08.2010,0.48,8.66,7,3.9,1.32,0.022,11.2,0.5,21.7
14,06.09.2010,0.33,3.89,12,6.7,0.55,0.037,16.4,0.41,22.7
14,14.10.2010,0.5,4.2,5,8.6,1.19,0.034,37.4,0.075,26.3
14,16.11.2010,0.24,9.8,14,11.2,0.044,0.23,43.4,0.024,27.5
14,01.12.2010,0.66,4.5,14,9.6,2.1,0.37,50,0.116,87.4
14,11.01.2011,0.6,4.5,10,10.2,5.75,0.11,65.5,0.09,30.2
14,01.02.2011,0.97,5,11,11.7,6.8,0.07,73.2,0.28,30.7
14,11.03.2011,1.22,1.6,8,13.7,7.8,0.07,74.5,0.41,22.1
14,05.04.2011,0.08,2.5,10,8.8,2.9,0.04,63.1,0.12,25.5
14,11.05.2011,0.096,4.5,12,9.1,0.82,0.03,60,0.174,22.9
14,06.06.2011,0.24,2,13,8.8,0.235,0.028,42.9,0.31,22.9
14,04.07.2011,0.28,7.5,12,11.9,0.23,0.018,52.4,0.16,24.6
14,02.08.2011,0.31,6,12,5.2,0.76,0.12,24.8,0.4,22.9
14,08.09.2011,0.21,4.8,16,9.1,0.27,0.028,24.1,0.22,27.3
14,10.10.2011,0.57,4.1,6,7.2,0.93,0.048,12.8,0.02,31.7
14,08.11.2011,0.53,4.7,9,9.4,1.69,0.049,20.8,0.044,33.4
14,10.11.2011,0.053,7.1,9,8.8,1.69,0.49,20.8,0.44,33.4
14,05.12.2011,0.51,4.7,9,9.4,1.64,0.081,41.3,0.054,33.4
14,11.01.2012,0.25,8.2,11,12.7,3.7,0.043,33.6,0.17,30.8
14,14.02.2012,1.3,3.15,6,7.4,4.2,0.34,37.3,0.63,36.1
14,12.03.2012,1.4,3.4,7,9.1,5.1,0.081,30.1,1,33.5
14,05.04.2012,0.19,15.1,6,15.4,0,0.017,31.7,0.04,31.7
14,15.05.2012,0.17,3.1,7,9.3,1.8,0.092,44.3,0.17,37.5
14,06.06.2012,0.16,7.6,7,5.9,3.2,0.047,40.3,0.22,39.6
14,04.07.2012,0.19,6.6,9,11.1,0.87,0.036,10.9,0.21,35.2
14,08.08.2012,0.7,6.3,16,6.4,0.77,0.037,30.9,0.21,24.6
14,04.09.2012,0.57,4.7,9,5.9,0.8,0.029,37.2,0.3,26.4
14,08.10.2012,0.1,6,5,6.8,2.98,0.05,38,0.26,28.3
14,06.11.2012,0.34,10,12,12.1,0.36,0.16,38.7,0.17,31.7
14,13.12.2012,0.3,3.4,8,10.85,0.5,0.66,36.84,0.11,28.2
14,25.01.2013,0.27,4,7,7.3,3.99,0.059,46.57,0.11,38.1
14,20.02.2013,1.09,6.7,9,13.8,9.68,0.57,41.3,0.46,49
14,19.03.2013,0.1,9.1,8,15.5,10.9,0.13,25.3,0.31,24.9
14,04.04.2013,0.11,1.7,7,7.75,13.1,0.13,26.3,0.3,24.9
14,15.05.2013,0.12,3.72,12,6.97,10.1,0.11,24.3,0.09,21.2
14,11.06.2013,0.076,5.55,12,5.43,1.9,0.04,38.3,0.18,16.5
14,09.07.2013,0.091,2.5,9,6.7,0.54,0.034,37.4,0.19,21.4
14,07.08.2013,0.19,1.9,7,15.8,0.8,0.014,31.72,0.42,19.08
14,11.09.2013,0.16,6.3,10,15.3,0.96,0.04,33.3,0.39,21.2
14,08.10.2013,0.16,5.6,9,7.8,1.55,0.08,35.29,0.38,23.9
14,05.11.2013,0.14,3.5,6,7.6,0.93,0.041,37.45,0.26,26.1
14,03.12.2013,0.2,1.3,4,7,1.49,0.07,31.79,0.13,24.8
14,09.01.2014,0.1,4,4,9.8,6.83,0.04,35.83,0.2,33.3
14,04.02.2014,0.16,2.25,5,6.9,6.82,0.034,41.08,0.06,29.9
14,12.03.2014,0.1,8.9,9,6.1,5.5,0.21,23.7,0.25,18.7
14,09.04.2014,0.12,7.1,4,9,3.42,0.02,28.29,0.03,23.9
14,29.04.2014,0.14,9,6,8.25,2.2,0.03,22.6,0.02,23.9
14,11.06.2014,0.09,10.3,8,6.86,1.3,0.04,38.66,0.21,23.87
14,08.07.2014,0.04,8.2,5,7.48,0.17,0.01,24.78,0.18,23
14,12.08.2014,0.2,8.2,6,3.74,9.1,0.11,19.3,0.26,54.2
14,02.09.2014,0.19,6.4,14.6,7.01,15.3,0.04,25.7,0.11,32.9
14,15.10.2014,0.29,5.6,4,5.6,0.2,0.02,30.3,0.15,26.4
14,26.11.2014,0.14,7.7,11,13,0.27,0.04,37.58,0.24,24.8
14,15.12.2014,0.13,3.4,10,7.8,0.65,0.07,32.46,0.13,30.5
14,28.01.2015,0.16,3,8,8.1,1.3,0.05,34.2,0.24,32.5
14,27.02.2015,0.17,4.2,12,7.01,1.2,0.04,25.59,0.19,28.08
14,25.03.2015,0.15,8.9,13,16.8,0.22,0.09,24.3,0.03,36.8
14,15.04.2015,0.16,4.5,7,9.97,1.9,0.1,23.71,0.04,28.08
14,13.05.2015,0.15,11.5,6,8.88,12.23,0.11,24.78,0.28,29.83
14,09.06.2015,0.09,9.4,10,5.15,2.3,0.04,41.75,0.24,21.94
14,09.07.2015,0.07,8.2,7,6.7,1.3,0.07,30.5,0.16,35.1
14,11.08.2015,0.38,6.5,22,4.2,4.2,0.1,41.9,0.33,27.73
14,10.09.2015,0.2,6.4,22,7.2,0.14,0.01,37.2,0.26,39.1
14,06.10.2015,0.27,4.5,14,7.3,1.2,0.03,27.8,0.33,35.1
14,04.11.2015,0.18,2.9,20,5.8,0.6,0.04,40.3,0.02,38.6
14,08.12.2015,0.18,5.6,15,10.9,2.6,0.056,39.3,0.07,39.3
14,27.01.2016,0.7,3.1,6,8.8,8.2,0.06,36.2,0.68,53.52
14,01.02.2016,0.71,3.2,12,9,9.7,0.06,36.6,0.71,57
14,22.03.2016,0.1,6.2,11,11.3,0.17,0.024,37.4,0.12,39.9
14,21.04.2016,0.27,5.7,11,9.1,0.53,0.012,46.2,0.17,26.7
14,05.05.2016,0.29,6.8,8,7.05,1.2,0.05,44.2,0.16,36.9
14,08.06.2016,0.28,1.6,8,6.6,0.38,0.18,76,0.92,47.4
14,05.07.2016,0.24,3,14,10.4,3.3,0.1,31.9,0.47,38.6
14,25.08.2016,0.15,7,20,7.8,0.24,0.03,29.1,0.77,41.2
14,13.09.2016,0.18,6.4,20,17.5,0.24,0.04,37,0.18,35.1
14,25.10.2016,0.17,3.8,12,8.3,0.84,0.03,25.9,0.07,34.2
14,22.11.2016,0.25,7.6,12,7.2,2.9,0.05,56,0.64,33
14,20.12.2016,1.46,1.8,10,8.8,5.6,0.07,66.3,0.76,34.1
